Binomial,Stage1,cytb,coi,nd2,nd3,rag1,bfib5,bfib7,gapdh,myo,odc
Pyrrhula_erythrocephala,1,NA,NA,NA,EU881015,NA,NA,NA,NA,EU878710,NA
Pyrrhula_nipalensis,1,AF342884,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pyrrhula_pyrrhula,1,DQ192020,GQ482591,FJ547518,EU881016,NA,NA,NA,NA,EU878711,NA
Pyrrhura_albipectus,1,AY751639,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pyrrhura_cruentata,1,AY751657,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pyrrhura_frontalis,1,AY751643,NA,NA,NA,AY233360,NA,DQ881992,NA,AY233367,DQ881775
Pyrrhura_griseipectus,1,AY751629,NA,NA,NA,DQ143353,NA,NA,NA,NA,NA
Pyrrhura_hoffmanni,1,AY751654,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pyrrhura_lepida,1,AY751644,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pyrrhura_leucotis,1,AY751632,NA,DQ143307,NA,NA,NA,NA,NA,NA,NA
Pyrrhura_melanura,1,AY751652,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pyrrhura_molinae,1,AY751641,FJ028199,NA,NA,NA,NA,NA,NA,NA,NA
Pyrrhura_orcesi,1,AY751636,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pyrrhura_perlata,1,AY751646,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pyrrhura_pfrimeri,1,AY751620,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pyrrhura_picta,1,AY751613,AF370761,AY669444,NA,NA,NA,NA,NA,NA,NA
Pyrrhura_rhodocephala,1,AY751638,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pyrrhura_rupicola,1,AY751655,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pyrrhurus_scandens,1,AF199381,NA,DQ402218,DQ402279,NA,EF626723,NA,NA,EF625261,EF625312
Pytilia_afra,1,NA,NA,AY323547,NA,NA,NA,NA,NA,NA,NA
Pytilia_hypogrammica,1,AY491527,NA,AY323544,NA,NA,NA,NA,NA,NA,NA
Pytilia_lineata,1,NA,NA,AY323546,NA,NA,NA,NA,NA,NA,NA
Pytilia_melba,1,AY491529,NA,AY323541,NA,NA,NA,NA,NA,NA,NA
Pytilia_phoenicoptera,1,EU423957,NA,AY323545,NA,NA,NA,NA,NA,NA,NA
Quelea_cardinalis,1,AF255709,NA,AM709971,AM709930,NA,NA,NA,AM709870,NA,NA
Quelea_quelea,1,AM710254,NA,AF407032,AM709931,NA,NA,NA,AM709871,NA,NA
Querula_purpurata,1,DQ470512,NA,NA,NA,FJ501736,NA,AY695153,DQ470536,DQ470563,NA
Quiscalus_lugubris,1,AF089054,NA,AF109952,NA,NA,NA,NA,NA,NA,NA
Quiscalus_major,1,AF089055,DQ433158,AF109953,NA,NA,NA,NA,NA,NA,NA
Quiscalus_mexicanus,1,AF089056,DQ434038,AF109954,NA,NA,NA,NA,NA,NA,NA
Quiscalus_nicaraguensis,1,FJ389558,NA,FJ389549,NA,NA,NA,NA,NA,NA,NA
Quiscalus_niger,1,AF089057,NA,AF109955,NA,NA,NA,NA,NA,NA,NA
Quiscalus_quiscula,1,AF089058,DQ434728,AF109956,NA,NA,NA,NA,NA,NA,NA
Rallina_eurizonoides,1,NC_012142,NC_012142,NC_012142,NC_012142,NA,NA,NA,NA,NA,NA
Rallus_aquaticus,1,AF172382,GQ482593,NA,NA,NA,NA,EF552781 - intron 7,NA,NA,EF552739
Rallus_elegans,1,NA,AY666315,NA,NA,NA,NA,NA,NA,NA,NA
Rallus_limicola,1,NA,DQ434041,NA,NA,NA,NA,AY695242,NA,EU740030,NA
Rallus_longirostris,1,DQ485908,DQ433164,NA,NA,NA,NA,AY695243,NA,NA,NA
Ramphastos_ambiguus,1,AY959841,AY959814,AY959868,NA,NA,NA,NA,NA,NA,NA
Ramphastos_brevis,1,AY959844,NA,AY959870,NA,NA,NA,GQ423006 - intron 7,NA,NA,NA
Ramphastos_dicolorus,1,AY959842,FJ028200,GQ458002,NA,NA,NA,GQ422998 - intron 7,NA,NA,NA
Ramphastos_sulfuratus,1,AY959846,NA,AY959873,NA,NA,NA,GQ423001 - intron 7,NA,NA,NA
Ramphastos_swainsonii,1,AY959839,AY959813,AY959867,NA,NA,NA,GQ423020 - intron 7,NA,NA,NA
Ramphastos_toco,1,AY959851,AY959824,AY959878,NA,NA,NA,GQ423002 - intron 7,NA,NA,NA
Ramphastos_tucanus,1,AY959850,GQ457980,GQ458011,NA,NA,NA,GQ423018 - intron 7,NA,NA,NA
Ramphastos_vitellinus,1,AY959831,GQ457974,GQ458006,NA,NA,NA,AY279259,NA,NA,NA
Ramphocaenus_melanurus,1,NA,NA,FJ176023,NA,NA,NA,NA,NA,NA,NA
Ramphocelus_bresilius,1,U15724,NA,U15715,NA,NA,NA,NA,NA,NA,NA
Ramphocelus_carbo,1,U15723,U91958,U15714,NA,NA,NA,NA,NA,NA,NA
Ramphocelus_costaricensis,1,U15720,NA,U15711,NA,NA,NA,NA,NA,NA,NA
Ramphocelus_dimidiatus,1,EF529964,NA,EF529852,NA,NA,NA,NA,NA,NA,NA
Ramphocelus_flammigerus,1,FJ799882,NA,FJ799849,NA,NA,NA,NA,NA,NA,NA
Ramphocelus_icteronotus,1,U15719,NA,U15710,NA,NA,NA,NA,NA,NA,NA
Ramphocelus_melanogaster,1,FJ799883,NA,FJ799850,NA,NA,NA,NA,NA,NA,NA
Ramphocelus_nigrogularis,1,U15721,NA,U15712,NA,NA,NA,NA,NA,NA,NA
Ramphocelus_passerinii,1,U15717,EU442318,EF529853,NA,NA,NA,NA,NA,NA,NA
Ramphocelus_sanguinolentus,1,U15718,NA,U15709,NA,NA,NA,NA,NA,NA,NA
Ramphocinclus_brachyurus,1,NA,EF484231,AF140898,NA,AY307209,EF468338,EF471859,NA,AF140886,NA
Ramphodon_naevius,1,AY150657,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ramphomicron_microrhynchum,1,NA,NA,EU042587,NA,NA,NA,EU042422 extraction (reversed),NA,NA,GU167075
Ramphotrigon_fuscicauda,1,NA,NA,HM449847,NA,NA,NA,NA,NA,NA,NA
Ramphotrigon_megacephalum,1,DQ294524,NA,DQ294568,DQ294437,NA,DQ294480,NA,EU231700,EU231798,EU231901
Ramphotrigon_ruficauda,1,DQ294527,NA,DQ294571,DQ294440,FJ501737,DQ294483,NA,EU231701,EU231799,EU231902
Ramsayornis_fasciatus,1,AY488385,NA,AY488309,NA,NA,AY488466,NA,NA,NA,NA
Ramsayornis_modestus,1,AY488386,NA,AY488310,NA,NA,AY488467,NA,NA,NA,NA
Recurvirostra_americana,1,DQ485891,EU525493,EF373262,NA,AY228800,NA,AY695202,NA,NA,NA
Recurvirostra_andina,1,NA,EU525495,NA,NA,NA,NA,NA,NA,NA,NA
Recurvirostra_avosetta,1,AF417926,NA,NA,NA,AY339117,NA,NA,NA,AY339090,NA
Regulus_calendula,1,AJ004327,DQ434729,AY329435,NA,AY057028,EU739315,EU739480 extraction,NA,EU740031,EU680760
Regulus_goodfellowi,1,EU735116,NA,NA,NA,NA,NA,NA,NA,NA,NA
Regulus_ignicapilla,1,AY894888,GU572075,NA,NA,NA,NA,NA,NA,NA,NA
Regulus_madeirensis,1,AF551783,NA,NA,NA,NA,NA,NA,NA,NA,NA
Regulus_regulus,1,AY894880,GQ482603,NA,NA,NA,EU680682,NA,NA,DQ466835,EU680761
Regulus_satrapa,1,AJ004329,DQ434731,AY136591,NA,AY443327,NA,NA,NA,NA,NA
Reinwardtipicus_validus,1,DQ479272,NA,DQ479191,NA,NA,NA,DQ479224,NA,DQ352443,NA
Reinwardtoena_browni,1,AF353417,EF373390,EF373352,NA,EF373523,NA,AF353468 extraction (reversed),NA,NA,NA
Remiz_pendulinus,1,AF347968,GU572079,NA,NA,AY443328,EU680683,NA,NA,AY228319,EU680762
Rhabdornis_inornatus,1,NA,EF484215,DQ466873,NA,AY320000,EF468321,EF471841,NA,DQ466836,NA
Rhabdornis_mystacalis,1,NA,EF486342,DQ466874,NA,AY307210,NA,EF471842,EU551903,DQ466837,EU551934
Rhagologus_leucostigma,1,AF308771,NA,EF592323,NA,FJ821071,NA,NA,NA,EU273416,NA
Rhamphomantis_megarhynchus,1,NA,NA,Sorenson,NA,NA,NA,NA,NA,NA,NA
Rhaphidura_leucopygialis,1,AY135603,NA,NA,NA,NA,NA,AY513102 - Fib intron 7,NA,NA,NA
Rhea_americana,1,NC_000846,NC_000846,NC_000846,NC_000846,DQ881836,EU739193,DQ882005,NA,EU739903,DQ881795
Rhea_pennata,1,NC_002783,NC_002783,NC_002783,NC_002783,NA,EU805790,EU805791 extraction,NA,EU805788,NA
Rhegmatorhina_gymnops,1,EF639998,NA,EF640065,EF640132,FJ461208,EF639931,NA,NA,NA,NA
Rhegmatorhina_hoffmannsi,1,EF639983,NA,EF640050,EF640117,NA,EF639916,NA,NA,NA,NA
Rhegmatorhina_melanosticta,1,AY676978,NA,EF640066,EF640133,NA,EF639932,NA,AY677075,AY677025,NA
Rheinardia_ocellata,1,AF330060,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhinocrypta_lanceolata,1,AY078174,NA,AY370596,AY489554,AF295199,GQ140169,AY489457,DQ438953,AY065775,DQ435499
Rhinomyias_additus,1,HM633371,NA,NA,NA,NA,NA,NA,NA,HM633653,HM633783
Rhinomyias_insignis,1,HM633368,NA,NA,NA,NA,NA,NA,NA,HM633650,HM633780
Rhinomyias_olivaceus,1,HM633369,NA,NA,NA,NA,NA,NA,NA,HM633651,HM633781
Rhinomyias_ruficauda,1,NA,NA,GU358820,NA,NA,NA,NA,GU359025,GU358760,GU358890
Rhinomyias_umbratilis,1,HM633370,NA,NA,NA,NA,NA,NA,NA,HM633652,HM633782
Rhinopomastus_cyanomelas,1,NA,AF221666,NA,NA,AF294677,NA,DQ881993,NA,NA,DQ881776
Rhinoptilus_africanus,1,NA,NA,NA,NA,AY339118,NA,AY695196,NA,AY339091,NA
Rhinoptilus_chalcopterus,1,EF373154,NA,EF373263,NA,EF373205,NA,NA,NA,NA,NA
Rhipidura_albicollis,1,AF096462,NA,AY529969,GQ145424,NA,GQ145353,NA,DQ406659,AY529934,NA
Rhipidura_albolimbata,1,NA,NA,GQ145389,GQ145427,NA,GQ145356,NA,NA,NA,NA
Rhipidura_atra,1,NA,NA,GQ145390,GQ145428,NA,GQ145357,NA,NA,NA,NA
Rhipidura_aureola,1,NA,NA,GQ145391,GQ145429,NA,GQ145358,NA,NA,NA,NA
Rhipidura_brachyrhyncha,1,NA,NA,GQ145392,GQ145430,NA,GQ145359,NA,NA,NA,NA
Rhipidura_cockerelli,1,FJ487852,FJ473227,GQ145393,GQ145431,NA,NA,NA,NA,NA,NA
Rhipidura_cyaniceps,1,AF096461,NA,GQ145394,GQ145432,NA,GQ145360,NA,EU726208,EU726216,EU726226
Rhipidura_dahli,1,NA,NA,GQ145396,GQ145434,NA,GQ145361,NA,NA,NA,NA
Rhipidura_diluta,1,NA,NA,GQ145397,GQ145435,NA,GQ145363,NA,NA,NA,NA
Rhipidura_fuliginosa,1,FJ821143,NA,GQ145399,GQ145438,FJ821072,GQ145355,NA,EU726209,EU726217,EU726227
Rhipidura_fuscorufa,1,NA,NA,GQ145401,GQ145439,NA,GQ145366,NA,NA,NA,NA
Rhipidura_hyperythra,1,NA,NA,GQ145402,GQ145440,AY443329,GQ145367,NA,NA,NA,NA
Rhipidura_javanica,1,FJ487663,EU541464,GQ145404,GQ145442,NA,NA,NA,NA,NA,NA
Rhipidura_leucophrys,1,FJ487854,EU541465,GQ145405,GQ145443,NA,GQ145369,NA,NA,NA,NA
Rhipidura_leucothorax,1,NA,NA,GQ145406,GQ145444,NA,GQ145370,NA,NA,NA,NA
Rhipidura_nigrocinnamomea,1,NA,NA,GQ145407,GQ145445,NA,GQ145372,NA,NA,NA,NA
Rhipidura_perlata,1,FJ487760,FJ473151,GQ145409,GQ145447,NA,GQ145373,NA,NA,NA,NA
Rhipidura_phasiana,1,NA,NA,GQ145410,GQ145448,NA,GQ145374,NA,NA,NA,NA
Rhipidura_rennelliana,1,FJ487763,FJ473153,DQ468883,GQ145449,NA,GQ145375,NA,NA,NA,NA
Rhipidura_rufidorsa,1,NA,NA,GQ145412,GQ145450,NA,GQ145376,NA,NA,NA,NA
Rhipidura_rufifrons,1,FJ821142,FJ473222,DQ084073,GQ145451,FJ821073,GQ145364,NA,EU272090,FJ821104,EU272115
Rhipidura_rufiventris,1,NA,NA,GQ145415,GQ145453,NA,GQ145378,NA,NA,NA,NA
Rhipidura_superciliaris,1,NA,NA,GQ145417,GQ145455,NA,NA,NA,NA,NA,NA
Rhipidura_tenebrosa,1,NA,NA,GQ145418,GQ145456,NA,NA,NA,NA,NA,NA
Rhipidura_teysmanni,1,NA,NA,GQ145419,GQ145457,NA,GQ145381,NA,NA,NA,NA
Rhipidura_threnothorax,1,FJ487850,FJ473225,DQ468882,GQ145458,NA,GQ145382,NA,NA,NA,NA
Rhipidura_verreauxi,1,FJ487746,FJ473136,GQ145416,GQ145454,NA,GQ145380,NA,NA,NA,NA
Rhizothera_longirostris,1,EF620767,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodinocichla_rosea,1,GU215323,U91960,NA,NA,NA,NA,NA,NA,NA,NA
Rhodopechys_obsoletus,1,NA,FJ465359,FJ547502,NA,NA,NA,NA,NA,NA,NA
Rhodophoneus_cruentus,1,NA,NA,AY529970,NA,NA,AY530003,NA,NA,AY529935,NA
Rhodopis_vesper,1,NA,NA,EU042588,NA,NA,NA,EU042423 extraction (reversed),NA,NA,NA
Rhodospingus_cruentus,1,FJ799884,NA,FJ799851,NA,NA,NA,NA,NA,NA,NA
Rhodostethia_rosea,1,EF373155,DQ434048,EF373264,NA,EF373206,NA,NA,NA,NA,NA
Rhodothraupis_celaeno,1,EF530027,NA,EF529920,NA,NA,NA,NA,NA,NA,NA
Rhopophilus_pekinensis,1,DQ008487,EU447063,NA,NA,FJ358129,NA,NA,FJ357894,DQ008538,FJ358063
Rhopornis_ardesiacus,1,NA,EU119773,NA,NA,NA,NA,NA,NA,NA,NA
Rhyacornis_bicolor,1,GU930805,NA,GU930817,NA,NA,NA,NA,NA,NA,NA
Rhyacornis_fuliginosa,1,AY329473,NA,AY329436,NA,NA,NA,NA,GU359026,GU358761,HM633784
Rhynchocyclus_brevirostris,1,NA,NA,NA,NA,FJ501738,NA,NA,NA,NA,NA
Rhynchocyclus_fulvipectus,1,NA,NA,NA,NA,NA,NA,NA,EU231664,EU231762,EU231864
Rhynchocyclus_olivaceus,1,DQ294525,NA,DQ294569,DQ294439,NA,DQ294481,NA,NA,NA,NA
Rhynchopsitta_pachyrhyncha,1,DQ143297,EU621661,DQ143303,NA,DQ143339,NA,NA,NA,NA,NA
Rhynchotus_rufescens,1,NA,FJ028209,NA,NA,NA,NA,NA,NA,NA,NA
Rhytipterna_simplex,1,NA,NA,NA,NA,FJ501739,NA,NA,EU231704,EU231802,EU231905
Rigidipenna_inexpectata,1,EF100671,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rimator_pasquieri,1,NA,NA,NA,NA,FJ358130,NA,NA,FJ357895,FJ357964,FJ358064
Riparia_cincta,1,AF074580,NA,AY826017,NA,NA,NA,AY827405 - beta-fibrinogen intron 7,NA,NA,NA
Riparia_paludicola,1,AY825957,NA,AY826016,NA,NA,NA,AY827424 - beta-fibrinogen intron 7,NA,NA,NA
Riparia_riparia,1,AF074578,FJ582635,AY826015,NA,NA,NA,AY827423 - beta-fibrinogen intron 7,NA,GQ374445,NA
Rissa_brevirostris,1,AF268523,AY666372,NA,NA,NA,NA,NA,FM210013,NA,NA
Rissa_tridactyla,1,DQ385229,AY666193,DQ385093,DQ385110,AY228785,NA,NA,FM210014,NA,NA
Rollandia_rolland,1,NA,FJ028210,NA,NA,NA,NA,NA,NA,NA,NA
Rollulus_rouloul,1,AM236888,NA,NA,NA,NA,EU739317,EU739482 extraction,NA,EU740033,NA
Roraimia_adusta,1,GQ140086,NA,HM125610,HM125669,FJ461136,GQ140132,HM125654,GQ140190,GQ140212,GQ140042
Rostratula_australis,1,EF632088,EF632092,NA,NA,NA,NA,NA,NA,NA,NA
Rostratula_benghalensis,1,EF373156,EF632098,EF373265,NA,AY228801,EU739318,AY695177,NA,EU740034,NA
Rostratula_semicollaris,1,DQ385223,DQ385172,DQ385087,DQ385104,AY228790,NA,NA,NA,NA,NA
Rostrhamus_sociabilis,1,AY987325,DQ434054,AY987147,NA,EF078756,GQ265084,AY987221 - intron 7,NA,NA,NA
Rowettia_goughensis,1,DQ886493,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rupicola_peruvianus,1,DQ435459,NA,NA,NA,DQ435513,NA,NA,AY336584,DQ435526,DQ435500
Rupicola_rupicola,1,AF082055,NA,AY370609,AY489531,AY057029,NA,AY489433,DQ470537,DQ470564,NA
Ruwenzorornis_johnstoni,1,AF102091,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rynchops_niger,1,DQ385230,AY666241,DQ385094,DQ385111,AY228784,NA,AY695191,NA,AY339092,DQ881778
Sakesphorus_bernardi,1,EF030317,NA,EF030285,EF030223,NA,NA,EF030194,AY677033,AY676986,NA
Sakesphorus_canadensis,1,EF030318,NA,EF030286,EF030224,NA,NA,EF030195,NA,NA,NA
Sakesphorus_cristatus,1,NA,EU119777,EF030313,EF030251,NA,NA,NA,NA,NA,NA
Sakesphorus_luctuosus,1,EF030319,NA,EF030287,EF030225,FJ461175,NA,EF030196,NA,NA,NA
Sakesphorus_melanonotus,1,NA,NA,EF030312,EF030250,NA,NA,NA,NA,NA,NA
Sakesphorus_melanothorax,1,NA,NA,EF030314,EF030252,NA,NA,NA,NA,NA,NA
Salpinctes_obsoletus,1,AY352537,DQ434057,AY460227,NA,NA,NA,NA,NA,NA,NA
Salpornis_spilonotus,1,FJ660921,NA,NA,NA,NA,EU680684,NA,NA,EU680581,EU680763
Saltator_albicollis,1,GU215325,U91956,GU215413,NA,NA,NA,NA,NA,NA,NA
Saltator_atriceps,1,EF530019,EU442292,EF529912,NA,NA,NA,NA,NA,NA,NA
Saltator_atricollis,1,AY228082,NA,EF529914,NA,AY228036,EU680685,NA,EF441230,AY228320,EU680764
Saltator_atripennis,1,EF530014,NA,EF529907,NA,NA,NA,NA,NA,NA,NA
Saltator_aurantiirostris,1,EF530017,FJ028221,EF529910,NA,NA,NA,NA,NA,NA,NA
Saltator_coerulescens,1,EF530013,EU442310,AF290117,NA,NA,NA,NA,NA,NA,NA
Saltator_grossus,1,EF530018,NA,EF529911,NA,NA,NA,NA,NA,NA,NA
Saltator_maximus,1,EF530015,EU442329,EF529908,NA,NA,NA,NA,NA,NA,NA
Saltator_nigriceps,1,EF530016,NA,EF529909,NA,NA,NA,NA,NA,NA,NA
Saltator_rufiventris,1,EF530025,NA,EF529918,NA,NA,NA,NA,NA,NA,NA
Saltator_similis,1,NA,FJ028232,NA,NA,NA,NA,NA,NA,NA,NA
Saltator_striatipectus,1,AF383107,AF281028,AF281023,NA,NA,NA,NA,NA,NA,NA
Saltatricula_multicolor,1,AF489892,NA,EF529913,NA,NA,NA,NA,NA,NA,NA
Sapayoa_aenigma,1,NA,NA,NA,AY489528,DQ320609,DQ320601,AY489430,AY336590,EU740036,DQ785969
Sappho_sparganura,1,NA,FJ028234,GU167249,NA,NA,NA,GU167138 - Bfib intron 7,NA,NA,GU167076
Sarcogyps_calvus,1,AY987264,NA,AY987083,NA,EU496483,NA,AY987183 - intron 7,NA,NA,NA
Sarcops_calvus,1,NA,EF484193,DQ466875,NA,AY307212,EF468301,NA,NA,DQ466838,NA
Sarcoramphus_papa,1,X86760,NA,NA,NA,NA,EU739321,EU739486 extraction,NA,EU740037,NA
Sarkidiornis_melanotos,1,EU585660,FJ028237,AF059171,NA,NA,NA,NA,NA,NA,NA
Saroglossa_aurata,1,NA,EF484172,DQ466876,NA,DQ466804,EF468280,EF471799,EU551904,DQ466839,EU551935
Saroglossa_spiloptera,1,NA,NA,EF468220,NA,NA,NA,NA,NA,NA,NA
Sarothrura_elegans,1,NA,NA,NA,NA,NA,EU739322,EU739487 extraction,NA,EU740038,NA
Sasia_abnormis,1,DQ479250,AY940792,DQ479158,NA,NA,NA,DQ188111,NA,DQ188137,NA
Sasia_africana,1,DQ479249,NA,DQ479159,NA,NA,NA,DQ188122,NA,DQ188148,NA
Sasia_ochracea,1,DQ479251,NA,DQ479160,NA,NA,NA,DQ188108,NA,DQ188134,NA
Satrapa_icterophrys,1,NA,FJ028239,NA,NA,FJ501741,NA,NA,EU231734,EU231832,EU231935
Saxicola_caprata,1,EU421120,NA,EU190943,NA,NA,NA,NA,NA,HM633655,HM633785
Saxicola_dacotiae,1,AY286400,NA,EU190941,NA,NA,NA,NA,NA,NA,NA
Saxicola_ferreus,1,AY206918,NA,GU358822,NA,NA,AY206882,NA,GU359027,GU358762,GU358892
Saxicola_gutturalis,1,EU421125,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saxicola_insignis,1,EU421117,GQ482618,NA,NA,NA,NA,NA,NA,NA,NA
Saxicola_jerdoni,1,EU427504,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saxicola_leucurus,1,EU421118,NA,NA,NA,NA,NA,NA,NA,HM633657,HM633786
Saxicola_rubetra,1,EU421115,GQ482632,EU190932,NA,NA,NA,NA,GU359028,GU358763,GU358893
Saxicola_tectes,1,EU421119,NA,EU190948,NA,NA,NA,NA,NA,NA,NA
Saxicola_torquatus,1,DQ285437,FJ657470,EU190953,FJ657494,NA,NA,NA,NA,HM633658,HM633787
Saxicoloides_fulicatus,1,HM633377,NA,GU358823,NA,NA,NA,NA,GU359029,GU358764,GU358894
Sayornis_nigricans,1,AF447612,DQ434059,AF447639,AF447666,FJ501742,NA,NA,EU231728,EU231826,EU231929
Sayornis_phoebe,1,AF447614,DQ434060,AF447641,AF447667,NA,NA,NA,NA,NA,NA
Sayornis_saya,1,AF447616,AY666216,AF447643,AF447670,NA,NA,NA,NA,NA,NA
Scelorchilus_rubecula,1,NA,FJ028244,NA,NA,FJ461220,NA,EU479655,GQ925889,GQ925904,GQ925872
Scenopoeetes_dentirostris,1,U10113,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schiffornis_major,1,EF458571,EF458612,EF458528,NA,NA,NA,NA,NA,NA,NA
Schiffornis_turdina,1,FJ899403,EF458580,EF458489,AY489526,AY443330,NA,AY489428,EU231648,EU231746,EU231847
Schiffornis_virescens,1,AF453816,EF458610,EF458527,NA,AF453800,NA,NA,AY336574,AY338741,DQ435501
Schistes_geoffroyi,1,NA,NA,AY830521,NA,NA,NA,AY830672 - Bfib intron 7,NA,NA,GU167077
Schistochlamys_melanopis,1,AY383102,NA,AY383175,NA,NA,NA,NA,NA,NA,NA
Schistochlamys_ruficapillus,1,EU647991,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schistocichla_leucostigma,1,AY676968,NA,AY921118,AY921132,NA,NA,NA,AY677065,AY677015,NA
Schistocichla_saturata,1,NA,NA,NA,AY921161,NA,NA,NA,NA,NA,NA
Schistocichla_schistacea,1,EF639984,NA,AY921131,EF640118,NA,EF639917,NA,NA,NA,NA
Schizoeaca_fuliginosa,1,GQ140101,NA,NA,NA,NA,GQ140157,NA,GQ140204,GQ140227,GQ140067
Schizoeaca_harterti,1,AY998189,NA,NA,NA,NA,EF212069,NA,AY998207,AY998226,EF212116
Schizoeaca_helleri,1,NA,NA,NA,NA,FJ461114,NA,NA,NA,NA,NA
Schoenicola_brevirostris,1,NA,NA,NA,NA,AY799821,NA,NA,NA,NA,NA
Schoeniophylax_phryganophilus,1,AY998191,FJ028249,NA,NA,FJ461115,EF212070,NA,AY998209,AY998228,EF212117
Scissirostrum_dubium,1,NA,EF484194,EF468164,NA,DQ466805,EF468302,EF471821,NA,DQ466840,NA
Sclateria_naevia,1,AY676967,NA,EF640052,EF640119,FJ461198,EF639918,NA,AY677064,AY677014,NA
Francolinus_africanus,1,AM236897,NA,AF222550,NA,NA,NA,NA,NA,NA,NA
Francolinus_finschi,1,AM236896,NA,DQ768290,NA,NA,NA,NA,NA,NA,NA
Francolinus_levaillantii,1,EF571184,NA,DQ768292,NA,NA,NA,NA,NA,NA,NA
Francolinus_levaillantoides,1,U90644,NA,NA,NA,NA,NA,NA,NA,NA,NA
Francolinus_shelleyi,1,AM236898,NA,DQ768295,NA,NA,NA,NA,NA,NA,NA
Sclerurus_guatemalensis,1,NA,NA,FJ175821,NA,NA,NA,NA,NA,NA,NA
Sclerurus_mexicanus,1,AY590049,NA,GQ906710,AY489541,FJ461150,GQ140133,AY489443,NA,AY590059,GQ140043
Sclerurus_scansor,1,AY065715,NA,NA,NA,AY065744,EF212071,NA,NA,AY065772,EF212118
Scolopax_minor,1,DQ986966,DQ434061,AY274072,AF076304,EF373207,NA,NA,NA,NA,NA
Scolopax_rusticola,1,AF172384,EF515751,NA,NA,AY228802,NA,EF552782 - intron 7,NA,NA,EF552740
Scotocerca_inquieta,1,AF139826,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scytalopus_affinis,1,AY755640,NA,GU325816,NA,NA,NA,NA,NA,NA,NA
Scytalopus_argentifrons,1,AY755636,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scytalopus_atratus,1,AY755632,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scytalopus_canus,1,AY755639,NA,EU479680,NA,NA,NA,EU479648,NA,NA,NA
Scytalopus_femoralis,1,U06160,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scytalopus_fuscus,1,AY755645,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scytalopus_griseicollis,1,AY755638,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scytalopus_iraiensis,1,EU479691,NA,EU479685,NA,NA,NA,EU479646,FJ183842,NA,NA
Scytalopus_latebricola,1,U06171,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scytalopus_latrans,1,AY755646,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scytalopus_magellanicus,1,X60945,FJ028252,EU479679,NA,AY443331,EU739324,AY489458,NA,EU740040,NA
Scytalopus_micropterus,1,AY755633,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scytalopus_novacapitalis,1,EU479690,NA,EU479674,NA,NA,NA,EU479643,EU479659,NA,NA
Scytalopus_parvirostris,1,NA,NA,NA,NA,NA,NA,NA,GQ925884,GQ925899,GQ925866
Scytalopus_schulenbergi,1,U35089,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scytalopus_speluncae,1,EU479687,NA,EU479668,NA,NA,NA,FJ183819,EU479657,GQ925900,GQ925867
Scytalopus_spillmanni,1,AY065716,NA,NA,NA,AY065745,NA,NA,NA,AY065773,GQ925868
Scytalopus_superciliaris,1,AY755650,FJ028257,GU325817,NA,NA,NA,NA,GQ925887,GQ925902,GQ925870
Scytalopus_unicolor,1,U35080,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scytalopus_vicinior,1,AY755635,NA,EU479681,NA,NA,NA,EU479653,NA,NA,NA
Scytalopus_zimmeri,1,AY755641,NA,NA,NA,NA,NA,NA,GQ925886,GQ925901,GQ925869
Scythrops_novaehollandiae,1,AF204984,NA,Sorenson,NA,NA,NA,NA,NA,NA,NA
Seicercus_affinis,1,AY635063,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seicercus_burkii,1,AY635065,NA,NA,NA,NA,NA,NA,NA,DQ008553,NA
Seicercus_castaniceps,1,AY887680,NA,NA,NA,NA,NA,NA,NA,AY887724,NA
